"pair_id","contrast_family","target","record_id","format","content","review_status"
"pair-01","value_of_information_vs_decision_timeliness","target_b","record-08","structured_log","Situation: A restaurant is choosing a seasonal supplier after its regular supplier loses capacity.
Shared facts [history-01-08-fact]: Supplier A can cover 70% immediately with known quality; Supplier B can cover all volume but has one incomplete audit; menu printing starts tomorrow.
log.decision=Commit the first month to Supplier A and reduce the menu until Supplier B's audit is complete.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_a","record-01","decision_note","Situation: A housing cooperative is replacing its shared laundry equipment.
Shared facts [history-02-01-fact]: Leasing costs 14% more over three years but permits annual replacement; purchasing secures a 19% discount and fixes the model for seven years.
Decision: Lease for one year and collect repair and usage data before purchasing.
Reasoning: The disagreement concerns the value of retaining an exit relative to the coordination benefit of one fleet.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_a","record-02","message_excerpt","Situation: A university archive is selecting a file format for a digitization program.
Shared facts [history-02-02-fact]: The open format has broad tool support but larger storage cost; the optimized format cuts storage by 28% and depends on one maintained decoder.
Message excerpt: Store preservation masters in the open format and test the optimized format for access copies.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_a","record-03","retrospective","Situation: A small manufacturer is deciding between modular and integrated packaging lines.
Shared facts [history-02-03-fact]: The modular line can swap stations and produces 11% fewer units; the integrated line meets forecast demand with a five-year service contract.
Retrospective: Install the modular line until the product mix stabilizes.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_a","record-04","structured_log","Situation: A community theater is choosing rehearsal space for the next two years.
Shared facts [history-02-04-fact]: Monthly rentals preserve scheduling flexibility; a two-year lease lowers cost by 22% and enables permanent accessibility improvements.
log.decision=Rent for the first season and retain the ability to move after audience-access data arrives.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_a","record-05","decision_note","Situation: A research team is selecting a transcription vendor for sensitive interviews.
Shared facts [history-02-05-fact]: One vendor offers cancellable monthly service; the other offers a dedicated trained team only with a twelve-month minimum.
Decision: Use the monthly vendor for the pilot and keep the corpus portable.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_a","record-06","message_excerpt","Situation: A bridge inspection finds a crack above the mandatory closure threshold.
Shared facts [history-02-06-fact]: Two independent engineers confirm the measurement and the transport code requires immediate closure.
Message excerpt: Close the bridge and begin the prescribed structural assessment.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_a","record-07","retrospective","Situation: A clinic's vaccine refrigerator loses temperature control.
Shared facts [history-02-07-fact]: The excursion exceeds the manufacturer limit and the affected doses cannot be verified as viable.
Retrospective: Quarantine the doses and follow the replacement protocol.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_a","record-08","structured_log","Situation: A publisher is choosing an audiobook narrator for a series.
Shared facts [history-02-08-fact]: A rotating cast preserves future options; one narrator offers continuity and a lower per-book rate but has limited availability next year.
log.decision=Contract one title and keep later casting open until listener and schedule evidence is available.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_b","record-01","decision_note","Situation: A housing cooperative is replacing its shared laundry equipment.
Shared facts [history-02-01-fact]: Leasing costs 14% more over three years but permits annual replacement; purchasing secures a 19% discount and fixes the model for seven years.
Decision: Purchase the standardized fleet and negotiate a parts guarantee.
Reasoning: The disagreement concerns the value of retaining an exit relative to the coordination benefit of one fleet.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_b","record-02","message_excerpt","Situation: A university archive is selecting a file format for a digitization program.
Shared facts [history-02-02-fact]: The open format has broad tool support but larger storage cost; the optimized format cuts storage by 28% and depends on one maintained decoder.
Message excerpt: Adopt the optimized format with a funded migration checkpoint and escrowed decoder source.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_b","record-03","retrospective","Situation: A small manufacturer is deciding between modular and integrated packaging lines.
Shared facts [history-02-03-fact]: The modular line can swap stations and produces 11% fewer units; the integrated line meets forecast demand with a five-year service contract.
Retrospective: Install the integrated line and lock the product interface for two seasons.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_b","record-04","structured_log","Situation: A community theater is choosing rehearsal space for the next two years.
Shared facts [history-02-04-fact]: Monthly rentals preserve scheduling flexibility; a two-year lease lowers cost by 22% and enables permanent accessibility improvements.
log.decision=Sign the lease and make the accessibility improvements before rehearsals begin.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_b","record-05","decision_note","Situation: A research team is selecting a transcription vendor for sensitive interviews.
Shared facts [history-02-05-fact]: One vendor offers cancellable monthly service; the other offers a dedicated trained team only with a twelve-month minimum.
Decision: Commit to the dedicated team with quarterly quality exits.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_b","record-06","message_excerpt","Situation: A bridge inspection finds a crack above the mandatory closure threshold.
Shared facts [history-02-06-fact]: Two independent engineers confirm the measurement and the transport code requires immediate closure.
Message excerpt: Close the bridge and begin the prescribed structural assessment.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_b","record-07","retrospective","Situation: A clinic's vaccine refrigerator loses temperature control.
Shared facts [history-02-07-fact]: The excursion exceeds the manufacturer limit and the affected doses cannot be verified as viable.
Retrospective: Quarantine the doses and follow the replacement protocol.","pending_human_audit"
"pair-02","reversibility_and_option_value_vs_benefits_of_commitment","target_b","record-08","structured_log","Situation: A publisher is choosing an audiobook narrator for a series.
Shared facts [history-02-08-fact]: A rotating cast preserves future options; one narrator offers continuity and a lower per-book rate but has limited availability next year.
log.decision=Contract the series now to secure continuity and reserve the narrator's calendar.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_a","record-01","decision_note","Situation: A food bank is redesigning appointment reminders across four neighborhoods.
Shared facts [history-03-01-fact]: Language mix and phone access differ sharply; missed appointments are measured in one shared system.
Decision: Let each site choose message timing and channel while retaining the shared outcome fields.
Reasoning: The same measurement backbone supports different judgments about implementation variance.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_a","record-02","message_excerpt","Situation: A retailer is changing return procedures across urban and rural stores.
Shared facts [history-03-02-fact]: Courier pickup is frequent in cities and weekly in rural areas; fraud checks use a common account service.
Message excerpt: Allow rural stores a longer physical-return window within the common fraud rules.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_a","record-03","retrospective","Situation: A school network is choosing lesson pacing for a shared science module.
Shared facts [history-03-03-fact]: Class schedules and prior knowledge vary; every class takes the same end assessment.
Retrospective: Give teachers a two-week pacing range and require a short local rationale.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_a","record-04","structured_log","Situation: A hospital group is defining shift handoff notes.
Shared facts [history-03-04-fact]: Specialties need different clinical detail; two recent incidents involved missing allergy and escalation fields.
log.decision=Mandate the safety fields and let specialties design the remaining note.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_a","record-05","decision_note","Situation: A franchise is deciding how stores should respond to local heat alerts.
Shared facts [history-03-05-fact]: Exposure and staffing differ by location; the insurer requires common incident reporting.
Decision: Let local managers adjust hours against published heat thresholds.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_a","record-06","message_excerpt","Situation: A payroll process must implement a new national withholding rule.
Shared facts [history-03-06-fact]: The effective date and calculation are statutory and identical for all offices.
Message excerpt: Deploy the same validated calculation in every office by the legal deadline.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_a","record-07","retrospective","Situation: An emergency alert contains a mandatory evacuation order.
Shared facts [history-03-07-fact]: The order and geographic boundary are issued by the authorized agency; local edits could change who receives it.
Retrospective: Distribute the authorized order unchanged through every local channel.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_a","record-08","structured_log","Situation: A library network is deciding whether branches can rearrange children's collections.
Shared facts [history-03-08-fact]: Branch usage differs; interlibrary requests rely on shared catalog codes; accessibility paths must remain clear.
log.decision=Allow branch layouts to vary while preserving catalog and accessibility constraints.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_b","record-01","decision_note","Situation: A food bank is redesigning appointment reminders across four neighborhoods.
Shared facts [history-03-01-fact]: Language mix and phone access differ sharply; missed appointments are measured in one shared system.
Decision: Use one reminder sequence everywhere so site comparisons remain interpretable.
Reasoning: The same measurement backbone supports different judgments about implementation variance.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_b","record-02","message_excerpt","Situation: A retailer is changing return procedures across urban and rural stores.
Shared facts [history-03-02-fact]: Courier pickup is frequent in cities and weekly in rural areas; fraud checks use a common account service.
Message excerpt: Keep one return window and add centrally funded courier pickups to rural stores.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_b","record-03","retrospective","Situation: A school network is choosing lesson pacing for a shared science module.
Shared facts [history-03-03-fact]: Class schedules and prior knowledge vary; every class takes the same end assessment.
Retrospective: Use the common weekly sequence and provide centrally designed catch-up sessions.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_b","record-04","structured_log","Situation: A hospital group is defining shift handoff notes.
Shared facts [history-03-04-fact]: Specialties need different clinical detail; two recent incidents involved missing allergy and escalation fields.
log.decision=Adopt one group-wide handoff template and review specialty exceptions quarterly.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_b","record-05","decision_note","Situation: A franchise is deciding how stores should respond to local heat alerts.
Shared facts [history-03-05-fact]: Exposure and staffing differ by location; the insurer requires common incident reporting.
Decision: Use centrally issued hour changes for every store in an affected alert zone.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_b","record-06","message_excerpt","Situation: A payroll process must implement a new national withholding rule.
Shared facts [history-03-06-fact]: The effective date and calculation are statutory and identical for all offices.
Message excerpt: Deploy the same validated calculation in every office by the legal deadline.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_b","record-07","retrospective","Situation: An emergency alert contains a mandatory evacuation order.
Shared facts [history-03-07-fact]: The order and geographic boundary are issued by the authorized agency; local edits could change who receives it.
Retrospective: Distribute the authorized order unchanged through every local channel.","pending_human_audit"
"pair-03","local_adaptation_vs_coordination_and_standardization","target_b","record-08","structured_log","Situation: A library network is deciding whether branches can rearrange children's collections.
Shared facts [history-03-08-fact]: Branch usage differs; interlibrary requests rely on shared catalog codes; accessibility paths must remain clear.
log.decision=Use one layout standard so families and rotating staff can navigate every branch consistently.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_a","record-01","decision_note","Situation: A city is assigning weekend street closures for community events.
Shared facts [history-04-01-fact]: Three districts apply; traffic modeling favors one route; two districts were excluded from the previous consultation.
Decision: Run a short affected-district review before assigning the contested weekend.
Reasoning: Both choices are accountable but give different weight to participation before allocation.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_a","record-02","message_excerpt","Situation: A foundation must distribute translation support among partner groups.
Shared facts [history-04-02-fact]: Usage data favors two large partners; four small partners lack comparable tracking; the grant promises equitable access.
Message excerpt: Agree on an access floor with all partners before allocating the remainder.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_a","record-03","retrospective","Situation: A company is choosing employee representatives for a workspace redesign.
Shared facts [history-04-03-fact]: A random panel takes three weeks; department heads can nominate a panel in three days; construction begins in five weeks.
Retrospective: Delay nonstructural choices and recruit the random panel for decisions affecting daily use.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_a","record-04","structured_log","Situation: A conservation program is selecting farms for limited soil testing.
Shared facts [history-04-04-fact]: Risk scoring identifies eight farms; local associations dispute two input variables; the testing season is short.
log.decision=Correct the disputed variables with association review before final selection.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_a","record-05","decision_note","Situation: A university allocates emergency housing after a residence fire.
Shared facts [history-04-05-fact]: Verified accessibility and dependent-care needs differ; affected students cannot wait for a campus-wide consultation.
Decision: Use published need tiers with an immediate appeal desk staffed by student services.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_a","record-06","message_excerpt","Situation: A flood response team assigns rescue boats during an active evacuation.
Shared facts [history-04-06-fact]: Dispatch data identifies trapped residents and safe routes; delay creates immediate physical danger.
Message excerpt: Dispatch by verified danger and capacity while logging every decision for later review.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_a","record-07","retrospective","Situation: A transit agency is choosing which bus shelters receive lighting upgrades.
Shared facts [history-04-07-fact]: Ridership favors downtown; harassment reports are concentrated at lower-ridership stops; the budget covers six sites.
Retrospective: Include riders from the affected stops in setting the safety weighting before ranking all sites.
Reasoning: The consequence is distributed, but delay also leaves a documented safety burden in place.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_a","record-08","structured_log","Situation: A professional association is revising its conference travel grants.
Shared facts [history-04-08-fact]: Past awards concentrate in three institutions; peer review predicts presentation quality; early-career members request a different criterion.
log.decision=Convene a member panel to set the weighting before opening applications.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_b","record-01","decision_note","Situation: A city is assigning weekend street closures for community events.
Shared facts [history-04-01-fact]: Three districts apply; traffic modeling favors one route; two districts were excluded from the previous consultation.
Decision: Assign the modeled route and publish the reasons and appeal window.
Reasoning: Both choices are accountable but give different weight to participation before allocation.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_b","record-02","message_excerpt","Situation: A foundation must distribute translation support among partner groups.
Shared facts [history-04-02-fact]: Usage data favors two large partners; four small partners lack comparable tracking; the grant promises equitable access.
Message excerpt: Fund the two measured high-use partners first and reserve a transparent application pool for the rest.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_b","record-03","retrospective","Situation: A company is choosing employee representatives for a workspace redesign.
Shared facts [history-04-03-fact]: A random panel takes three weeks; department heads can nominate a panel in three days; construction begins in five weeks.
Retrospective: Use nominated representatives now and publish a two-week objection and correction process.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_b","record-04","structured_log","Situation: A conservation program is selecting farms for limited soil testing.
Shared facts [history-04-04-fact]: Risk scoring identifies eight farms; local associations dispute two input variables; the testing season is short.
log.decision=Select the six uncontested highest-risk farms and reopen the remaining slots after variable review.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_b","record-05","decision_note","Situation: A university allocates emergency housing after a residence fire.
Shared facts [history-04-05-fact]: Verified accessibility and dependent-care needs differ; affected students cannot wait for a campus-wide consultation.
Decision: Use published need tiers with an immediate appeal desk staffed by student services.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_b","record-06","message_excerpt","Situation: A flood response team assigns rescue boats during an active evacuation.
Shared facts [history-04-06-fact]: Dispatch data identifies trapped residents and safe routes; delay creates immediate physical danger.
Message excerpt: Dispatch by verified danger and capacity while logging every decision for later review.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_b","record-07","retrospective","Situation: A transit agency is choosing which bus shelters receive lighting upgrades.
Shared facts [history-04-07-fact]: Ridership favors downtown; harassment reports are concentrated at lower-ridership stops; the budget covers six sites.
Retrospective: Apply a published safety-and-use formula now and fund the six highest combined scores.
Reasoning: The consequence is distributed, but delay also leaves a documented safety burden in place.","pending_human_audit"
"pair-04","procedural_legitimacy_vs_allocative_efficiency","target_b","record-08","structured_log","Situation: A professional association is revising its conference travel grants.
Shared facts [history-04-08-fact]: Past awards concentrate in three institutions; peer review predicts presentation quality; early-career members request a different criterion.
log.decision=Publish a blended score and run the cycle, with a scheduled criterion review using applicant outcomes.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_a","record-01","decision_note","Situation: A delivery cooperative is setting the number of spare bicycles.
Shared facts [history-05-01-fact]: Average breakdowns require two spares; rain weeks have required five; carrying each spare reduces daily delivery capacity.
Decision: Keep five spares through the rainy quarter and review after the weather window.
Reasoning: The choices differ in where they hold protection against tail conditions.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_a","record-02","message_excerpt","Situation: A data team is assigning storage replicas across regions.
Shared facts [history-05-02-fact]: Two replicas meet the measured availability target; a third protects against a correlated regional outage at 18% more cost.
Message excerpt: Retain the third replica until the cross-region failover exercise succeeds.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_a","record-03","retrospective","Situation: A greenhouse is choosing irrigation reserve capacity.
Shared facts [history-05-03-fact]: Normal demand uses 72% of the tank; one drought year reached 96%; a larger tank delays another efficiency project.
Retrospective: Size for the drought observation and preserve a 5% operational margin.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_a","record-04","structured_log","Situation: A call center is setting overnight staffing.
Shared facts [history-05-04-fact]: Median demand needs four staff; severe-weather spikes need eight; on-call coverage can arrive in forty minutes.
log.decision=Schedule six staff during the storm season and retain on-call escalation.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_a","record-05","decision_note","Situation: A community kitchen is deciding whether to reserve meals for late arrivals.
Shared facts [history-05-05-fact]: Most days use all meals by 7 p.m.; late-arrival need is irregular; leftovers can be safely redistributed next morning.
Decision: Reserve ten meals until closing during the winter intake period.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_a","record-06","message_excerpt","Situation: A chemical process exceeds its certified pressure range.
Shared facts [history-05-06-fact]: The safety case prohibits operation outside the range and no compensating control has been validated.
Message excerpt: Stop the process and return it to the certified operating envelope.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_a","record-07","retrospective","Situation: A blood bank detects an unverified refrigerator temperature excursion.
Shared facts [history-05-07-fact]: The release protocol requires quarantine until product viability is confirmed.
Retrospective: Quarantine the affected units and obtain the required viability decision.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_a","record-08","structured_log","Situation: A festival is choosing generator capacity for an outdoor stage.
Shared facts [history-05-08-fact]: Typical load is 64 kW; the headliner setup can reach 79 kW; rental options are 75 kW or 95 kW with a material cost difference.
log.decision=Rent 95 kW because the peak estimate and setup uncertainty exceed the smaller unit.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_b","record-01","decision_note","Situation: A delivery cooperative is setting the number of spare bicycles.
Shared facts [history-05-01-fact]: Average breakdowns require two spares; rain weeks have required five; carrying each spare reduces daily delivery capacity.
Decision: Keep three spares and contract same-day rentals for demand beyond the measured average.
Reasoning: The choices differ in where they hold protection against tail conditions.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_b","record-02","message_excerpt","Situation: A data team is assigning storage replicas across regions.
Shared facts [history-05-02-fact]: Two replicas meet the measured availability target; a third protects against a correlated regional outage at 18% more cost.
Message excerpt: Use two replicas and invest the released budget in faster recovery automation.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_b","record-03","retrospective","Situation: A greenhouse is choosing irrigation reserve capacity.
Shared facts [history-05-03-fact]: Normal demand uses 72% of the tank; one drought year reached 96%; a larger tank delays another efficiency project.
Retrospective: Keep the current tank and add soil sensors plus a contracted emergency supply.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_b","record-04","structured_log","Situation: A call center is setting overnight staffing.
Shared facts [history-05-04-fact]: Median demand needs four staff; severe-weather spikes need eight; on-call coverage can arrive in forty minutes.
log.decision=Schedule four staff and use a measured queue threshold to activate on-call coverage.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_b","record-05","decision_note","Situation: A community kitchen is deciding whether to reserve meals for late arrivals.
Shared facts [history-05-05-fact]: Most days use all meals by 7 p.m.; late-arrival need is irregular; leftovers can be safely redistributed next morning.
Decision: Reserve four meals and trigger same-day partner transfer when the waitlist exceeds that buffer.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_b","record-06","message_excerpt","Situation: A chemical process exceeds its certified pressure range.
Shared facts [history-05-06-fact]: The safety case prohibits operation outside the range and no compensating control has been validated.
Message excerpt: Stop the process and return it to the certified operating envelope.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_b","record-07","retrospective","Situation: A blood bank detects an unverified refrigerator temperature excursion.
Shared facts [history-05-07-fact]: The release protocol requires quarantine until product viability is confirmed.
Retrospective: Quarantine the affected units and obtain the required viability decision.","pending_human_audit"
"pair-05","robustness_and_resilience_margin_vs_expected_performance_optimization","target_b","record-08","structured_log","Situation: A festival is choosing generator capacity for an outdoor stage.
Shared facts [history-05-08-fact]: Typical load is 64 kW; the headliner setup can reach 79 kW; rental options are 75 kW or 95 kW with a material cost difference.
log.decision=Rent 75 kW and remove the optional lighting bank if monitored load reaches 70 kW.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_a","record-01","decision_note","Situation: A retailer is considering a new shelf layout after one store reports higher sales.
Shared facts [history-06-01-fact]: The comparison lacks matched foot traffic; moving shelves is reversible overnight; twenty stores could test it next month.
Decision: Wait for a matched comparison from three stores before expanding.
Reasoning: The dispute is whether action should wait for attribution or become the means of learning.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_a","record-02","message_excerpt","Situation: A neighborhood program is considering text reminders for appointments.
Shared facts [history-06-02-fact]: A small pilot shows fewer no-shows; consent language was inconsistent; messages can be stopped immediately.
Message excerpt: Repeat the pilot with consistent consent before operational use.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_a","record-03","retrospective","Situation: An engineering team is evaluating a caching change.
Shared facts [history-06-03-fact]: Synthetic tests show a 13% speedup; production traffic has a different request mix; canary rollback is automated.
Retrospective: Build a representative replay before exposing production traffic.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_a","record-04","structured_log","Situation: A literacy nonprofit is considering peer tutoring.
Shared facts [history-06-04-fact]: Two observational studies are favorable; tutor quality varies; the semester starts in two weeks.
log.decision=Train tutors and establish a matched baseline before assigning learners.","pending_human_audit"
"pair-06","evidential_threshold_vs_action_based_learning","target_a","record-05","decision_note","Situation: A newsroom is deciding whether to add context cards to breaking-news pages.
Shared facts [history-06-05-fact]: Reader interviews support the idea; click effects are unknown; cards can be removed without altering articles.
Decision: Prototype and test comprehension before newsroom-wide adoption.","pending_human_audit"
